match_id,team,xg_for,xg_against,onclick,match,tooltip_lab
3916128,Milton Keynes Dons,0.22,0.18,"window.open(""https://www.fotmob.com//match/3916128/matchfacts/milton-keynes-dons-vs-lincoln-city"")",Milton Keynes Dons vs Lincoln City,"<b>Match</b>: Milton Keynes Dons vs Lincoln City
<b>xG For</b>: 0.22
<b>xG Against</b>: 0.18"
3916128,Lincoln City,0.18,0.22,"window.open(""https://www.fotmob.com//match/3916128/matchfacts/milton-keynes-dons-vs-lincoln-city"")",Milton Keynes Dons vs Lincoln City,"<b>Match</b>: Milton Keynes Dons vs Lincoln City
<b>xG For</b>: 0.18
<b>xG Against</b>: 0.22"
3916129,Ipswich Town,0.88,0.86,"window.open(""https://www.fotmob.com//match/3916129/matchfacts/ipswich-town-vs-plymouth-argyle"")",Ipswich Town vs Plymouth Argyle,"<b>Match</b>: Ipswich Town vs Plymouth Argyle
<b>xG For</b>: 0.88
<b>xG Against</b>: 0.86"
3916129,Plymouth Argyle,0.86,0.88,"window.open(""https://www.fotmob.com//match/3916129/matchfacts/ipswich-town-vs-plymouth-argyle"")",Ipswich Town vs Plymouth Argyle,"<b>Match</b>: Ipswich Town vs Plymouth Argyle
<b>xG For</b>: 0.86
<b>xG Against</b>: 0.88"
3916130,Fleetwood Town,1.93,0.96,"window.open(""https://www.fotmob.com//match/3916130/matchfacts/fleetwood-town-vs-oxford-united"")",Fleetwood Town vs Oxford United,"<b>Match</b>: Fleetwood Town vs Oxford United
<b>xG For</b>: 1.93
<b>xG Against</b>: 0.96"
3916130,Oxford United,0.96,1.93,"window.open(""https://www.fotmob.com//match/3916130/matchfacts/fleetwood-town-vs-oxford-united"")",Fleetwood Town vs Oxford United,"<b>Match</b>: Fleetwood Town vs Oxford United
<b>xG For</b>: 0.96
<b>xG Against</b>: 1.93"
3916131,Exeter City,1.91,1.37,"window.open(""https://www.fotmob.com//match/3916131/matchfacts/exeter-city-vs-forest-green-rovers"")",Exeter City vs Forest Green Rovers,"<b>Match</b>: Exeter City vs Forest Green Rovers
<b>xG For</b>: 1.91
<b>xG Against</b>: 1.37"
3916131,Forest Green Rovers,1.37,1.91,"window.open(""https://www.fotmob.com//match/3916131/matchfacts/exeter-city-vs-forest-green-rovers"")",Exeter City vs Forest Green Rovers,"<b>Match</b>: Exeter City vs Forest Green Rovers
<b>xG For</b>: 1.37
<b>xG Against</b>: 1.91"
3916132,Cheltenham Town,1.47,0.99,"window.open(""https://www.fotmob.com//match/3916132/matchfacts/cheltenham-town-vs-derby-county"")",Cheltenham Town vs Derby County,"<b>Match</b>: Cheltenham Town vs Derby County
<b>xG For</b>: 1.47
<b>xG Against</b>: 0.99"
3916132,Derby County,0.99,1.47,"window.open(""https://www.fotmob.com//match/3916132/matchfacts/cheltenham-town-vs-derby-county"")",Cheltenham Town vs Derby County,"<b>Match</b>: Cheltenham Town vs Derby County
<b>xG For</b>: 0.99
<b>xG Against</b>: 1.47"
3916133,Charlton Athletic,2.16,0.87,"window.open(""https://www.fotmob.com//match/3916133/matchfacts/charlton-athletic-vs-lincoln-city"")",Charlton Athletic vs Lincoln City,"<b>Match</b>: Charlton Athletic vs Lincoln City
<b>xG For</b>: 2.16
<b>xG Against</b>: 0.87"
3916133,Lincoln City,0.87,2.16,"window.open(""https://www.fotmob.com//match/3916133/matchfacts/charlton-athletic-vs-lincoln-city"")",Charlton Athletic vs Lincoln City,"<b>Match</b>: Charlton Athletic vs Lincoln City
<b>xG For</b>: 0.87
<b>xG Against</b>: 2.16"
3916134,Cambridge United,0.72,1,"window.open(""https://www.fotmob.com//match/3916134/matchfacts/cambridge-united-vs-bristol-rovers"")",Cambridge United vs Bristol Rovers,"<b>Match</b>: Cambridge United vs Bristol Rovers
<b>xG For</b>: 0.72
<b>xG Against</b>: 1"
3916134,Bristol Rovers,1,0.72,"window.open(""https://www.fotmob.com//match/3916134/matchfacts/cambridge-united-vs-bristol-rovers"")",Cambridge United vs Bristol Rovers,"<b>Match</b>: Cambridge United vs Bristol Rovers
<b>xG For</b>: 1
<b>xG Against</b>: 0.72"
3916135,Derby County,3.12,0.22,"window.open(""https://www.fotmob.com//match/3916135/matchfacts/derby-county-vs-accrington-stanley"")",Derby County vs Accrington Stanley,"<b>Match</b>: Derby County vs Accrington Stanley
<b>xG For</b>: 3.12
<b>xG Against</b>: 0.22"
3916135,Accrington Stanley,0.22,3.12,"window.open(""https://www.fotmob.com//match/3916135/matchfacts/derby-county-vs-accrington-stanley"")",Derby County vs Accrington Stanley,"<b>Match</b>: Derby County vs Accrington Stanley
<b>xG For</b>: 0.22
<b>xG Against</b>: 3.12"
3916136,Bristol Rovers,0.7,1.48,"window.open(""https://www.fotmob.com//match/3916136/matchfacts/bristol-rovers-vs-cheltenham-town"")",Bristol Rovers vs Cheltenham Town,"<b>Match</b>: Bristol Rovers vs Cheltenham Town
<b>xG For</b>: 0.7
<b>xG Against</b>: 1.48"
3916136,Cheltenham Town,1.48,0.7,"window.open(""https://www.fotmob.com//match/3916136/matchfacts/bristol-rovers-vs-cheltenham-town"")",Bristol Rovers vs Cheltenham Town,"<b>Match</b>: Bristol Rovers vs Cheltenham Town
<b>xG For</b>: 1.48
<b>xG Against</b>: 0.7"
3916137,Barnsley,0.37,2.14,"window.open(""https://www.fotmob.com//match/3916137/matchfacts/barnsley-vs-bolton-wanderers"")",Barnsley vs Bolton Wanderers,"<b>Match</b>: Barnsley vs Bolton Wanderers
<b>xG For</b>: 0.37
<b>xG Against</b>: 2.14"
3916137,Bolton Wanderers,2.14,0.37,"window.open(""https://www.fotmob.com//match/3916137/matchfacts/barnsley-vs-bolton-wanderers"")",Barnsley vs Bolton Wanderers,"<b>Match</b>: Barnsley vs Bolton Wanderers
<b>xG For</b>: 2.14
<b>xG Against</b>: 0.37"
3916138,Shrewsbury Town,0.61,0.37,"window.open(""https://www.fotmob.com//match/3916138/matchfacts/shrewsbury-town-vs-cheltenham-town"")",Shrewsbury Town vs Cheltenham Town,"<b>Match</b>: Shrewsbury Town vs Cheltenham Town
<b>xG For</b>: 0.61
<b>xG Against</b>: 0.37"
3916138,Cheltenham Town,0.37,0.61,"window.open(""https://www.fotmob.com//match/3916138/matchfacts/shrewsbury-town-vs-cheltenham-town"")",Shrewsbury Town vs Cheltenham Town,"<b>Match</b>: Shrewsbury Town vs Cheltenham Town
<b>xG For</b>: 0.37
<b>xG Against</b>: 0.61"
3916139,Sheffield Wednesday,1.38,0.51,"window.open(""https://www.fotmob.com//match/3916139/matchfacts/sheffield-wednesday-vs-port-vale"")",Sheffield Wednesday vs Port Vale,"<b>Match</b>: Sheffield Wednesday vs Port Vale
<b>xG For</b>: 1.38
<b>xG Against</b>: 0.51"
3916139,Port Vale,0.51,1.38,"window.open(""https://www.fotmob.com//match/3916139/matchfacts/sheffield-wednesday-vs-port-vale"")",Sheffield Wednesday vs Port Vale,"<b>Match</b>: Sheffield Wednesday vs Port Vale
<b>xG For</b>: 0.51
<b>xG Against</b>: 1.38"
3916140,Portsmouth,0.63,1.57,"window.open(""https://www.fotmob.com//match/3916140/matchfacts/portsmouth-vs-ipswich-town"")",Portsmouth vs Ipswich Town,"<b>Match</b>: Portsmouth vs Ipswich Town
<b>xG For</b>: 0.63
<b>xG Against</b>: 1.57"
3916140,Ipswich Town,1.57,0.63,"window.open(""https://www.fotmob.com//match/3916140/matchfacts/portsmouth-vs-ipswich-town"")",Portsmouth vs Ipswich Town,"<b>Match</b>: Portsmouth vs Ipswich Town
<b>xG For</b>: 1.57
<b>xG Against</b>: 0.63"
3916141,Plymouth Argyle,1.77,1.22,"window.open(""https://www.fotmob.com//match/3916141/matchfacts/plymouth-argyle-vs-wycombe-wanderers"")",Plymouth Argyle vs Wycombe Wanderers,"<b>Match</b>: Plymouth Argyle vs Wycombe Wanderers
<b>xG For</b>: 1.77
<b>xG Against</b>: 1.22"
3916141,Wycombe Wanderers,1.22,1.77,"window.open(""https://www.fotmob.com//match/3916141/matchfacts/plymouth-argyle-vs-wycombe-wanderers"")",Plymouth Argyle vs Wycombe Wanderers,"<b>Match</b>: Plymouth Argyle vs Wycombe Wanderers
<b>xG For</b>: 1.22
<b>xG Against</b>: 1.77"
3916142,Peterborough United,2.39,0.13,"window.open(""https://www.fotmob.com//match/3916142/matchfacts/peterborough-united-vs-milton-keynes-dons"")",Peterborough United vs Milton Keynes Dons,"<b>Match</b>: Peterborough United vs Milton Keynes Dons
<b>xG For</b>: 2.39
<b>xG Against</b>: 0.13"
3916142,Milton Keynes Dons,0.13,2.39,"window.open(""https://www.fotmob.com//match/3916142/matchfacts/peterborough-united-vs-milton-keynes-dons"")",Peterborough United vs Milton Keynes Dons,"<b>Match</b>: Peterborough United vs Milton Keynes Dons
<b>xG For</b>: 0.13
<b>xG Against</b>: 2.39"
3916143,Oxford United,2.17,0.88,"window.open(""https://www.fotmob.com//match/3916143/matchfacts/oxford-united-vs-charlton-athletic"")",Oxford United vs Charlton Athletic,"<b>Match</b>: Oxford United vs Charlton Athletic
<b>xG For</b>: 2.17
<b>xG Against</b>: 0.88"
3916143,Charlton Athletic,0.88,2.17,"window.open(""https://www.fotmob.com//match/3916143/matchfacts/oxford-united-vs-charlton-athletic"")",Oxford United vs Charlton Athletic,"<b>Match</b>: Oxford United vs Charlton Athletic
<b>xG For</b>: 0.88
<b>xG Against</b>: 2.17"
3916144,Morecambe,1.03,1.02,"window.open(""https://www.fotmob.com//match/3916144/matchfacts/morecambe-vs-accrington-stanley"")",Morecambe vs Accrington Stanley,"<b>Match</b>: Morecambe vs Accrington Stanley
<b>xG For</b>: 1.03
<b>xG Against</b>: 1.02"
3916144,Accrington Stanley,1.02,1.03,"window.open(""https://www.fotmob.com//match/3916144/matchfacts/morecambe-vs-accrington-stanley"")",Morecambe vs Accrington Stanley,"<b>Match</b>: Morecambe vs Accrington Stanley
<b>xG For</b>: 1.02
<b>xG Against</b>: 1.03"
3916145,Forest Green Rovers,0.77,1.96,"window.open(""https://www.fotmob.com//match/3916145/matchfacts/forest-green-rovers-vs-port-vale"")",Forest Green Rovers vs Port Vale,"<b>Match</b>: Forest Green Rovers vs Port Vale
<b>xG For</b>: 0.77
<b>xG Against</b>: 1.96"
3916145,Port Vale,1.96,0.77,"window.open(""https://www.fotmob.com//match/3916145/matchfacts/forest-green-rovers-vs-port-vale"")",Forest Green Rovers vs Port Vale,"<b>Match</b>: Forest Green Rovers vs Port Vale
<b>xG For</b>: 1.96
<b>xG Against</b>: 0.77"
3916146,Lincoln City,0.88,1.49,"window.open(""https://www.fotmob.com//match/3916146/matchfacts/lincoln-city-vs-ipswich-town"")",Lincoln City vs Ipswich Town,"<b>Match</b>: Lincoln City vs Ipswich Town
<b>xG For</b>: 0.88
<b>xG Against</b>: 1.49"
3916146,Ipswich Town,1.49,0.88,"window.open(""https://www.fotmob.com//match/3916146/matchfacts/lincoln-city-vs-ipswich-town"")",Lincoln City vs Ipswich Town,"<b>Match</b>: Lincoln City vs Ipswich Town
<b>xG For</b>: 1.49
<b>xG Against</b>: 0.88"
3916148,Bolton Wanderers,0.4,1.09,"window.open(""https://www.fotmob.com//match/3916148/matchfacts/bolton-wanderers-vs-forest-green-rovers"")",Bolton Wanderers vs Forest Green Rovers,"<b>Match</b>: Bolton Wanderers vs Forest Green Rovers
<b>xG For</b>: 0.4
<b>xG Against</b>: 1.09"
3916148,Forest Green Rovers,1.09,0.4,"window.open(""https://www.fotmob.com//match/3916148/matchfacts/bolton-wanderers-vs-forest-green-rovers"")",Bolton Wanderers vs Forest Green Rovers,"<b>Match</b>: Bolton Wanderers vs Forest Green Rovers
<b>xG For</b>: 1.09
<b>xG Against</b>: 0.4"
3916151,Sheffield Wednesday,3.18,0.79,"window.open(""https://www.fotmob.com//match/3916151/matchfacts/sheffield-wednesday-vs-cambridge-united"")",Sheffield Wednesday vs Cambridge United,"<b>Match</b>: Sheffield Wednesday vs Cambridge United
<b>xG For</b>: 3.18
<b>xG Against</b>: 0.79"
3916151,Cambridge United,0.79,3.18,"window.open(""https://www.fotmob.com//match/3916151/matchfacts/sheffield-wednesday-vs-cambridge-united"")",Sheffield Wednesday vs Cambridge United,"<b>Match</b>: Sheffield Wednesday vs Cambridge United
<b>xG For</b>: 0.79
<b>xG Against</b>: 3.18"
3916153,Plymouth Argyle,1.31,0.63,"window.open(""https://www.fotmob.com//match/3916153/matchfacts/plymouth-argyle-vs-milton-keynes-dons"")",Plymouth Argyle vs Milton Keynes Dons,"<b>Match</b>: Plymouth Argyle vs Milton Keynes Dons
<b>xG For</b>: 1.31
<b>xG Against</b>: 0.63"
3916153,Milton Keynes Dons,0.63,1.31,"window.open(""https://www.fotmob.com//match/3916153/matchfacts/plymouth-argyle-vs-milton-keynes-dons"")",Plymouth Argyle vs Milton Keynes Dons,"<b>Match</b>: Plymouth Argyle vs Milton Keynes Dons
<b>xG For</b>: 0.63
<b>xG Against</b>: 1.31"
3916154,Peterborough United,1.48,1.36,"window.open(""https://www.fotmob.com//match/3916154/matchfacts/peterborough-united-vs-wycombe-wanderers"")",Peterborough United vs Wycombe Wanderers,"<b>Match</b>: Peterborough United vs Wycombe Wanderers
<b>xG For</b>: 1.48
<b>xG Against</b>: 1.36"
3916154,Wycombe Wanderers,1.36,1.48,"window.open(""https://www.fotmob.com//match/3916154/matchfacts/peterborough-united-vs-wycombe-wanderers"")",Peterborough United vs Wycombe Wanderers,"<b>Match</b>: Peterborough United vs Wycombe Wanderers
<b>xG For</b>: 1.36
<b>xG Against</b>: 1.48"
3916155,Oxford United,1.29,2.24,"window.open(""https://www.fotmob.com//match/3916155/matchfacts/oxford-united-vs-exeter-city"")",Oxford United vs Exeter City,"<b>Match</b>: Oxford United vs Exeter City
<b>xG For</b>: 1.29
<b>xG Against</b>: 2.24"
3916155,Exeter City,2.24,1.29,"window.open(""https://www.fotmob.com//match/3916155/matchfacts/oxford-united-vs-exeter-city"")",Oxford United vs Exeter City,"<b>Match</b>: Oxford United vs Exeter City
<b>xG For</b>: 2.24
<b>xG Against</b>: 1.29"
3916156,Morecambe,2.38,0.69,"window.open(""https://www.fotmob.com//match/3916156/matchfacts/morecambe-vs-burton-albion"")",Morecambe vs Burton Albion,"<b>Match</b>: Morecambe vs Burton Albion
<b>xG For</b>: 2.38
<b>xG Against</b>: 0.69"
3916156,Burton Albion,0.69,2.38,"window.open(""https://www.fotmob.com//match/3916156/matchfacts/morecambe-vs-burton-albion"")",Morecambe vs Burton Albion,"<b>Match</b>: Morecambe vs Burton Albion
<b>xG For</b>: 0.69
<b>xG Against</b>: 2.38"
3916157,Forest Green Rovers,0.78,0.6,"window.open(""https://www.fotmob.com//match/3916157/matchfacts/forest-green-rovers-vs-milton-keynes-dons"")",Forest Green Rovers vs Milton Keynes Dons,"<b>Match</b>: Forest Green Rovers vs Milton Keynes Dons
<b>xG For</b>: 0.78
<b>xG Against</b>: 0.6"
3916157,Milton Keynes Dons,0.6,0.78,"window.open(""https://www.fotmob.com//match/3916157/matchfacts/forest-green-rovers-vs-milton-keynes-dons"")",Forest Green Rovers vs Milton Keynes Dons,"<b>Match</b>: Forest Green Rovers vs Milton Keynes Dons
<b>xG For</b>: 0.6
<b>xG Against</b>: 0.78"
3916159,Milton Keynes Dons,1.31,1.18,"window.open(""https://www.fotmob.com//match/3916159/matchfacts/milton-keynes-dons-vs-exeter-city"")",Milton Keynes Dons vs Exeter City,"<b>Match</b>: Milton Keynes Dons vs Exeter City
<b>xG For</b>: 1.31
<b>xG Against</b>: 1.18"
3916159,Exeter City,1.18,1.31,"window.open(""https://www.fotmob.com//match/3916159/matchfacts/milton-keynes-dons-vs-exeter-city"")",Milton Keynes Dons vs Exeter City,"<b>Match</b>: Milton Keynes Dons vs Exeter City
<b>xG For</b>: 1.18
<b>xG Against</b>: 1.31"
3916160,Morecambe,1.44,NA,"window.open(""https://www.fotmob.com//match/3916160/matchfacts/morecambe-vs-bristol-rovers"")",Morecambe vs Bristol Rovers,"<b>Match</b>: Morecambe vs Bristol Rovers
<b>xG For</b>: 1.44
<b>xG Against</b>: NA"
3916160,Bristol Rovers,NA,1.44,"window.open(""https://www.fotmob.com//match/3916160/matchfacts/morecambe-vs-bristol-rovers"")",Morecambe vs Bristol Rovers,"<b>Match</b>: Morecambe vs Bristol Rovers
<b>xG For</b>: NA
<b>xG Against</b>: 1.44"
3916163,Shrewsbury Town,0.77,1.07,"window.open(""https://www.fotmob.com//match/3916163/matchfacts/shrewsbury-town-vs-forest-green-rovers"")",Shrewsbury Town vs Forest Green Rovers,"<b>Match</b>: Shrewsbury Town vs Forest Green Rovers
<b>xG For</b>: 0.77
<b>xG Against</b>: 1.07"
3916163,Forest Green Rovers,1.07,0.77,"window.open(""https://www.fotmob.com//match/3916163/matchfacts/shrewsbury-town-vs-forest-green-rovers"")",Shrewsbury Town vs Forest Green Rovers,"<b>Match</b>: Shrewsbury Town vs Forest Green Rovers
<b>xG For</b>: 1.07
<b>xG Against</b>: 0.77"
3916170,Lincoln City,0.57,0.59,"window.open(""https://www.fotmob.com//match/3916170/matchfacts/lincoln-city-vs-cambridge-united"")",Lincoln City vs Cambridge United,"<b>Match</b>: Lincoln City vs Cambridge United
<b>xG For</b>: 0.57
<b>xG Against</b>: 0.59"
3916170,Cambridge United,0.59,0.57,"window.open(""https://www.fotmob.com//match/3916170/matchfacts/lincoln-city-vs-cambridge-united"")",Lincoln City vs Cambridge United,"<b>Match</b>: Lincoln City vs Cambridge United
<b>xG For</b>: 0.59
<b>xG Against</b>: 0.57"
3916173,Oxford United,0.81,1.38,"window.open(""https://www.fotmob.com//match/3916173/matchfacts/oxford-united-vs-ipswich-town"")",Oxford United vs Ipswich Town,"<b>Match</b>: Oxford United vs Ipswich Town
<b>xG For</b>: 0.81
<b>xG Against</b>: 1.38"
3916173,Ipswich Town,1.38,0.81,"window.open(""https://www.fotmob.com//match/3916173/matchfacts/oxford-united-vs-ipswich-town"")",Oxford United vs Ipswich Town,"<b>Match</b>: Oxford United vs Ipswich Town
<b>xG For</b>: 1.38
<b>xG Against</b>: 0.81"
3916175,Plymouth Argyle,1.89,0.81,"window.open(""https://www.fotmob.com//match/3916175/matchfacts/plymouth-argyle-vs-cheltenham-town"")",Plymouth Argyle vs Cheltenham Town,"<b>Match</b>: Plymouth Argyle vs Cheltenham Town
<b>xG For</b>: 1.89
<b>xG Against</b>: 0.81"
3916175,Cheltenham Town,0.81,1.89,"window.open(""https://www.fotmob.com//match/3916175/matchfacts/plymouth-argyle-vs-cheltenham-town"")",Plymouth Argyle vs Cheltenham Town,"<b>Match</b>: Plymouth Argyle vs Cheltenham Town
<b>xG For</b>: 0.81
<b>xG Against</b>: 1.89"
3916176,Portsmouth,1.38,0.56,"window.open(""https://www.fotmob.com//match/3916176/matchfacts/portsmouth-vs-exeter-city"")",Portsmouth vs Exeter City,"<b>Match</b>: Portsmouth vs Exeter City
<b>xG For</b>: 1.38
<b>xG Against</b>: 0.56"
3916176,Exeter City,0.56,1.38,"window.open(""https://www.fotmob.com//match/3916176/matchfacts/portsmouth-vs-exeter-city"")",Portsmouth vs Exeter City,"<b>Match</b>: Portsmouth vs Exeter City
<b>xG For</b>: 0.56
<b>xG Against</b>: 1.38"
3916177,Sheffield Wednesday,2.54,0.56,"window.open(""https://www.fotmob.com//match/3916177/matchfacts/sheffield-wednesday-vs-fleetwood-town"")",Sheffield Wednesday vs Fleetwood Town,"<b>Match</b>: Sheffield Wednesday vs Fleetwood Town
<b>xG For</b>: 2.54
<b>xG Against</b>: 0.56"
3916177,Fleetwood Town,0.56,2.54,"window.open(""https://www.fotmob.com//match/3916177/matchfacts/sheffield-wednesday-vs-fleetwood-town"")",Sheffield Wednesday vs Fleetwood Town,"<b>Match</b>: Sheffield Wednesday vs Fleetwood Town
<b>xG For</b>: 0.56
<b>xG Against</b>: 2.54"
3916178,Shrewsbury Town,2.25,0.41,"window.open(""https://www.fotmob.com//match/3916178/matchfacts/shrewsbury-town-vs-cambridge-united"")",Shrewsbury Town vs Cambridge United,"<b>Match</b>: Shrewsbury Town vs Cambridge United
<b>xG For</b>: 2.25
<b>xG Against</b>: 0.41"
3916178,Cambridge United,0.41,2.25,"window.open(""https://www.fotmob.com//match/3916178/matchfacts/shrewsbury-town-vs-cambridge-united"")",Shrewsbury Town vs Cambridge United,"<b>Match</b>: Shrewsbury Town vs Cambridge United
<b>xG For</b>: 0.41
<b>xG Against</b>: 2.25"
3916180,Burton Albion,1.15,NA,"window.open(""https://www.fotmob.com//match/3916180/matchfacts/burton-albion-vs-oxford-united"")",Burton Albion vs Oxford United,"<b>Match</b>: Burton Albion vs Oxford United
<b>xG For</b>: 1.15
<b>xG Against</b>: NA"
3916180,Oxford United,NA,1.15,"window.open(""https://www.fotmob.com//match/3916180/matchfacts/burton-albion-vs-oxford-united"")",Burton Albion vs Oxford United,"<b>Match</b>: Burton Albion vs Oxford United
<b>xG For</b>: NA
<b>xG Against</b>: 1.15"
3916181,Charlton Athletic,0.8,3.6,"window.open(""https://www.fotmob.com//match/3916181/matchfacts/charlton-athletic-vs-bolton-wanderers"")",Charlton Athletic vs Bolton Wanderers,"<b>Match</b>: Charlton Athletic vs Bolton Wanderers
<b>xG For</b>: 0.8
<b>xG Against</b>: 3.6"
3916181,Bolton Wanderers,3.6,0.8,"window.open(""https://www.fotmob.com//match/3916181/matchfacts/charlton-athletic-vs-bolton-wanderers"")",Charlton Athletic vs Bolton Wanderers,"<b>Match</b>: Charlton Athletic vs Bolton Wanderers
<b>xG For</b>: 3.6
<b>xG Against</b>: 0.8"
3916182,Cheltenham Town,1.39,0.56,"window.open(""https://www.fotmob.com//match/3916182/matchfacts/cheltenham-town-vs-port-vale"")",Cheltenham Town vs Port Vale,"<b>Match</b>: Cheltenham Town vs Port Vale
<b>xG For</b>: 1.39
<b>xG Against</b>: 0.56"
3916182,Port Vale,0.56,1.39,"window.open(""https://www.fotmob.com//match/3916182/matchfacts/cheltenham-town-vs-port-vale"")",Cheltenham Town vs Port Vale,"<b>Match</b>: Cheltenham Town vs Port Vale
<b>xG For</b>: 0.56
<b>xG Against</b>: 1.39"
3916287,Bolton Wanderers,1.34,0.23,"window.open(""https://www.fotmob.com//match/3916287/matchfacts/bolton-wanderers-vs-plymouth-argyle"")",Bolton Wanderers vs Plymouth Argyle,"<b>Match</b>: Bolton Wanderers vs Plymouth Argyle
<b>xG For</b>: 1.34
<b>xG Against</b>: 0.23"
3916287,Plymouth Argyle,0.23,1.34,"window.open(""https://www.fotmob.com//match/3916287/matchfacts/bolton-wanderers-vs-plymouth-argyle"")",Bolton Wanderers vs Plymouth Argyle,"<b>Match</b>: Bolton Wanderers vs Plymouth Argyle
<b>xG For</b>: 0.23
<b>xG Against</b>: 1.34"
3916329,Morecambe,1.16,1.01,"window.open(""https://www.fotmob.com//match/3916329/matchfacts/morecambe-vs-cheltenham-town"")",Morecambe vs Cheltenham Town,"<b>Match</b>: Morecambe vs Cheltenham Town
<b>xG For</b>: 1.16
<b>xG Against</b>: 1.01"
3916329,Cheltenham Town,1.01,1.16,"window.open(""https://www.fotmob.com//match/3916329/matchfacts/morecambe-vs-cheltenham-town"")",Morecambe vs Cheltenham Town,"<b>Match</b>: Morecambe vs Cheltenham Town
<b>xG For</b>: 1.01
<b>xG Against</b>: 1.16"
